Number,Status,Arrival,Departure,Count (nights),"Count (bed, nightly)",Requested category,Space category,Person count,Adults,Children
375540,Checked out,2023-10-17 16:40:24.795,2023-10-18 08:32:47.950,1,1,Comfort Twin,Comfort Twin,1,1,0
367394,Checked out,2023-10-17 19:48:37.299,2023-10-20 07:18:59.071,3,3,Comfort Twin,Comfort Twin,1,1,0
382829,Checked out,2023-10-17 14:49:03.379,2023-10-20 10:26:58.691,3,6,Comfort Twin,Comfort Twin,2,2,0
382828,Checked out,2023-10-17 14:48:26.120,2023-10-20 10:25:31.039,3,3,Comfort Twin,Comfort Twin,1,1,0
377331,Checked out,2023-10-17 10:07:10.411,2023-10-20 10:02:51.321,3,9,Comfort Triple,Comfort Triple,3,3,0
372432,Checked out,2023-10-17 11:57:51.559,2023-10-19 08:20:30.381,2,2,Premium Double,Premium Double,1,1,0
372434,Checked out,2023-10-17 12:11:42.520,2023-10-19 08:10:03.470,2,2,Premium Double,Premium Double,1,1,0
372433,Checked out,2023-10-17 15:43:42.631,2023-10-19 08:21:28.028,2,2,Premium Double,Premium Double,1,1,0
372429,Checked out,2023-10-17 12:51:33.602,2023-10-19 08:31:24.141,2,2,Premium Double,Premium Double,1,1,0
372431,Checked out,2023-10-17 12:58:29.807,2023-10-19 08:16:29.827,2,2,Premium Double,Premium Double,1,1,0
372430,Checked out,2023-10-17 13:55:21.796,2023-10-20 07:22:37.511,3,3,Premium Double,Premium Double,1,1,0
372435,Checked out,2023-10-17 12:39:54.166,2023-10-19 08:15:01.277,2,2,Premium Double,Premium Double,1,1,0
384885,Checked out,2023-10-17 18:15:34.053,2023-10-19 09:10:37.486,2,2,Premium Double,Premium Double,1,1,0
382726,Checked out,2023-10-17 22:52:07.353,2023-10-18 06:48:46.639,1,1,Comfort Double,Premium Double,1,1,0
382976,Checked out,2023-10-17 22:56:50.693,2023-10-18 06:58:22.425,1,1,Comfort Double,Premium Double,1,1,0
368412,Checked out,2023-10-17 17:22:36.816,2023-10-22 06:20:15.665,5,10,Premium Twin,Premium Twin,2,2,0
384741,Checked out,2023-10-17 09:39:03.988,2023-10-20 05:53:16.422,3,3,Premium Twin,Premium Twin,1,1,0
372437,Checked out,2023-10-17 13:00:12.838,2023-10-19 08:32:19.950,2,2,Premium Twin,Premium Twin,1,1,0
378822,Checked out,2023-10-18 11:09:22.385,2023-10-19 08:34:07.428,1,1,Comfort Double,Comfort Double,1,1,0
375526,Checked out,2023-10-18 17:10:32.837,2023-10-19 08:33:54.519,1,1,Comfort Double,Comfort Double,1,1,0
371759,Checked out,2023-10-18 14:23:16.626,2023-10-19 08:05:45.483,1,1,Comfort Double,Comfort Double,1,1,0
384941,Checked out,2023-10-18 19:17:05.128,2023-10-20 05:58:13.495,2,2,Comfort Double,Comfort Double,1,1,0
375362,Checked out,2023-10-18 16:54:01.847,2023-10-19 08:31:33.257,1,1,Comfort Double,Comfort Double,1,1,0
375342,Checked out,2023-10-18 16:55:59.990,2023-10-19 08:32:06.858,1,1,Comfort Double,Comfort Double,1,1,0
375288,Checked out,2023-10-18 19:00:04.009,2023-10-19 08:19:05.448,1,1,Comfort Double,Comfort Double,1,1,0
376391,Checked out,2023-10-18 13:31:44.328,2023-10-22 10:53:37.179,4,4,Comfort Double,Comfort Double,1,1,0
373796,Checked out,2023-10-18 17:16:05.078,2023-10-19 07:56:09.767,1,1,Comfort Double,Comfort Double,1,1,0
376017,Checked out,2023-10-18 17:33:44.923,2023-10-19 10:04:10.329,1,1,Comfort Double,Comfort Double,1,1,0
375243,Checked out,2023-10-18 22:24:14.345,2023-10-19 08:45:56.233,1,1,Comfort Double,Comfort Double,1,1,0
376560,Checked out,2023-10-18 20:48:24.743,2023-10-19 09:45:59.751,1,1,Comfort Double,Comfort Double,1,1,0
352108,Checked out,2023-10-18 19:13:47.255,2023-10-22 14:00:00.000,4,4,Comfort Double,Comfort Double,1,1,0
374596,Checked out,2023-10-18 23:40:12.392,2023-10-20 09:02:11.650,2,2,Comfort Double,Comfort Double,1,1,0
374431,Checked out,2023-10-18 23:02:13.921,2023-10-20 10:10:30.477,2,2,Comfort Double,Comfort Double,1,1,0
373797,Checked out,2023-10-18 22:25:01.258,2023-10-19 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
375287,Checked out,2023-10-18 17:54:38.043,2023-10-19 08:20:09.534,1,1,Comfort Double,Comfort Double,1,1,0
373790,Checked out,2023-10-18 22:20:15.972,2023-10-19 08:03:00.828,1,1,Comfort Double,Comfort Double,1,1,0
368784,Checked out,2023-10-18 23:03:25.425,2023-10-20 08:53:54.182,2,2,Comfort Double,Comfort Double,1,1,0
373791,Checked out,2023-10-18 17:15:45.846,2023-10-19 07:56:09.767,1,1,Comfort Double,Comfort Double,1,1,0
375881,Checked out,2023-10-18 17:30:35.291,2023-10-19 10:04:39.142,1,1,Comfort Double,Comfort Double,1,1,0
371761,Checked out,2023-10-18 14:24:27.896,2023-10-19 08:05:45.483,1,1,Comfort Double,Comfort Double,1,1,0
374989,Checked out,2023-10-18 12:32:54.019,2023-10-24 11:00:00.000,6,12,Comfort Double,Comfort Double,2,2,0
339110,Checked out,2023-10-18 00:14:45.015,2023-10-19 07:47:44.589,1,1,Comfort Double,Comfort Double,1,1,0
378694,Checked out,2023-10-19 00:21:49.216,2023-10-19 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
378792,Checked out,2023-10-18 21:13:18.991,2023-10-19 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
369271,Checked out,2023-10-18 12:36:25.795,2023-10-23 11:00:00.000,5,10,Comfort Double,Comfort Double,2,2,0
338513,Checked out,2023-10-18 14:51:26.564,2023-10-19 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
352109,Checked out,2023-10-18 19:46:14.968,2023-10-22 11:00:00.000,4,4,Comfort Double,Comfort Double,1,1,0
352110,Checked out,2023-10-18 19:45:36.351,2023-10-22 11:00:00.000,4,4,Comfort Double,Comfort Double,1,1,0
352107,Checked out,2023-10-18 20:00:48.837,2023-10-22 11:00:00.000,4,4,Comfort Double,Comfort Double,1,1,0
352111,Checked out,2023-10-18 20:06:31.962,2023-10-22 11:00:00.000,4,4,Comfort Double,Comfort Double,1,1,0
352116,Checked out,2023-10-18 14:58:15.189,2023-10-22 11:00:00.000,4,8,Comfort Double,Comfort Double,2,2,0
366791,Checked out,2023-10-18 18:02:16.988,2023-10-22 11:00:00.000,4,8,Comfort Double,Comfort Double,2,2,0
368384,Checked out,2023-10-18 14:30:32.031,2023-10-22 09:25:12.227,4,4,Comfort Double,Comfort Double,1,1,0
373802,Checked out,2023-10-18 17:12:45.373,2023-10-19 08:20:40.349,1,1,Comfort Double,Comfort Double,1,1,0
363709,Checked out,2023-10-18 11:31:04.686,2023-10-22 07:24:01.898,4,4,Comfort Double,Comfort Double,1,1,0
375286,Checked out,2023-10-18 18:19:34.024,2023-10-19 08:23:59.376,1,1,Comfort Double,Comfort Double,1,1,0
367938,Checked out,2023-10-18 14:07:11.315,2023-10-23 13:54:09.756,5,10,Comfort Double,Comfort Double,2,2,0
385116,Checked out,2023-10-18 20:03:43.195,2023-10-19 08:56:41.428,1,2,Comfort Double,Comfort Double,2,2,0
350124,Checked out,2023-10-18 13:29:47.359,2023-10-22 10:53:30.004,4,8,Comfort Double,Comfort Double,2,2,0
367940,Checked out,2023-10-18 14:06:16.615,2023-10-23 11:00:00.000,5,10,Comfort Double,Comfort Double,2,2,0
363962,Checked out,2023-10-18 20:31:26.386,2023-10-21 08:01:55.532,3,3,Comfort Double,Comfort Double,1,1,0
371588,Checked out,2023-10-18 15:13:49.480,2023-10-23 11:00:00.000,5,10,Comfort Double,Comfort Double,2,2,0
367939,Checked out,2023-10-18 14:05:22.790,2023-10-23 11:00:00.000,5,10,Comfort Double,Comfort Double,2,2,0
346495,Checked out,2023-10-18 14:20:47.580,2023-10-22 11:00:00.000,4,8,Comfort Double,Comfort Double,2,2,0
384647,Checked out,2023-10-18 17:55:39.428,2023-10-21 10:41:48.130,3,6,Comfort Double,Comfort Double,2,2,0
368406,Checked out,2023-10-18 14:52:26.420,2023-10-22 11:00:00.000,4,4,Comfort Double,Comfort Double,1,1,0
376013,Checked out,2023-10-18 17:53:05.075,2023-10-19 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
375866,Checked out,2023-10-18 17:14:31.629,2023-10-19 08:33:54.519,1,1,Comfort Double,Comfort Double,1,1,0
382563,Checked out,2023-10-18 20:55:58.745,2023-10-19 08:48:26.268,1,1,Comfort Twin,Comfort Twin,1,1,0
378719,Checked out,2023-10-18 16:53:30.097,2023-10-19 08:27:51.576,1,1,Comfort Twin,Comfort Twin,1,1,0
378716,Checked out,2023-10-18 18:26:58.642,2023-10-19 08:26:12.624,1,1,Comfort Twin,Comfort Twin,1,1,0
375403,Checked out,2023-10-18 17:30:47.487,2023-10-19 10:02:57.093,1,2,Comfort Twin,Comfort Twin,2,2,0
375402,Checked out,2023-10-18 17:32:24.104,2023-10-19 10:23:02.309,1,2,Comfort Twin,Comfort Twin,2,2,0
380293,Checked out,2023-10-18 13:33:25.401,2023-10-20 08:43:17.990,2,4,Comfort Twin,Comfort Twin,2,2,0
375565,Checked out,2023-10-18 19:39:47.145,2023-10-20 10:25:48.955,2,2,Comfort Twin,Comfort Twin,1,1,0
368776,Checked out,2023-10-18 19:37:38.393,2023-10-20 08:53:42.669,2,2,Comfort Twin,Comfort Twin,1,1,0
382565,Checked out,2023-10-18 20:54:47.773,2023-10-19 08:11:47.567,1,1,Comfort Twin,Comfort Twin,1,1,0
382017,Checked out,2023-10-18 19:14:43.539,2023-10-21 11:00:00.000,3,6,Comfort Twin,Comfort Twin,2,2,0
380489,Checked out,2023-10-18 21:24:11.124,2023-10-21 07:19:56.059,3,6,Comfort Twin,Comfort Twin,2,2,0
382399,Checked out,2023-10-18 17:08:06.791,2023-10-22 10:05:56.250,4,8,Comfort Twin,Comfort Twin,2,2,0
384099,Checked out,2023-10-18 18:46:58.806,2023-10-19 08:34:16.950,1,1,Comfort Triple,Comfort Triple,1,1,0
383537,Checked out,2023-10-18 16:18:03.539,2023-10-20 09:59:15.842,2,6,Comfort Triple,Comfort Triple,3,3,0
384936,Checked out,2023-10-18 15:59:36.596,2023-10-19 08:20:51.258,1,1,Premium Double,Premium Double,1,1,0
384646,Checked out,2023-10-18 20:18:36.952,2023-10-19 07:25:05.304,1,1,Premium Double,Premium Double,1,1,0
374421,Checked out,2023-10-18 17:33:43.656,2023-10-19 08:26:01.536,1,1,Premium Double,Premium Double,1,1,0
383491,Checked out,2023-10-19 16:54:24.842,2023-10-20 10:50:11.286,1,1,Comfort Double,Comfort Double,1,1,0
383835,Checked out,2023-10-19 20:16:15.514,2023-10-20 08:52:43.292,1,1,Comfort Double,Comfort Double,1,1,0
351376,Checked out,2023-10-19 16:57:52.030,2023-10-23 11:00:00.000,4,4,Comfort Double,Comfort Double,1,1,0
381232,Checked out,2023-10-19 07:03:57.092,2023-10-20 08:39:49.502,1,1,Comfort Double,Comfort Double,1,1,0
383838,Checked out,2023-10-19 12:35:22.570,2023-10-20 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
385147,Checked out,2023-10-19 11:44:03.991,2023-10-20 09:35:38.738,1,1,Comfort Double,Comfort Double,1,1,0
368417,Checked out,2023-10-19 11:33:05.350,2023-10-22 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
385208,Checked out,2023-10-19 20:44:52.616,2023-10-20 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
383748,Checked out,2023-10-19 12:03:20.328,2023-10-21 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
383476,Checked out,2023-10-19 16:55:43.341,2023-10-20 08:00:49.910,1,1,Comfort Double,Comfort Double,1,1,0
383480,Checked out,2023-10-19 16:56:03.987,2023-10-20 10:56:40.041,1,1,Comfort Double,Comfort Double,1,1,0
384317,Checked out,2023-10-19 16:18:48.107,2023-10-20 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
385218,Checked out,2023-10-19 20:29:02.921,2023-10-22 10:41:42.980,3,3,Comfort Double,Comfort Double,1,1,0
384578,Checked out,2023-10-19 16:10:58.737,2023-10-21 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
379305,Checked out,2023-10-19 20:51:07.088,2023-10-23 13:27:47.595,4,8,Comfort Double,Comfort Double,2,2,0
384257,Checked out,2023-10-19 21:03:17.967,2023-10-21 10:40:14.266,2,2,Comfort Double,Comfort Double,1,1,0
381504,Checked out,2023-10-20 01:13:05.827,2023-10-21 10:58:32.100,2,4,Comfort Double,Comfort Double,2,2,0
369241,Checked out,2023-10-19 15:53:59.322,2023-10-22 09:32:35.747,3,6,Comfort Double,Comfort Double,2,2,0
379956,Checked out,2023-10-19 12:36:13.650,2023-10-21 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
382387,Checked out,2023-10-19 12:46:40.075,2023-10-22 11:00:00.000,3,3,Comfort Double,Comfort Double,1,1,0
367583,Checked out,2023-10-19 12:50:05.139,2023-10-21 09:28:10.886,2,4,Comfort Double,Comfort Double,2,2,0
363927,Checked out,2023-10-19 17:13:57.971,2023-10-21 06:43:57.187,2,4,Comfort Double,Comfort Double,2,2,0
351146,Checked out,2023-10-19 19:18:03.393,2023-10-21 12:46:10.372,2,4,Comfort Double,Comfort Double,2,2,0
384007,Checked out,2023-10-19 16:01:27.266,2023-10-22 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
383770,Checked out,2023-10-19 18:28:40.687,2023-10-22 11:00:00.000,3,3,Comfort Double,Comfort Double,1,1,0
383771,Checked out,2023-10-19 14:31:15.072,2023-10-22 10:11:22.800,3,3,Comfort Double,Comfort Double,1,1,0
378964,Checked out,2023-10-19 22:23:50.718,2023-10-20 12:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
373681,Checked out,2023-10-19 18:51:11.957,2023-10-21 08:44:13.940,2,4,Comfort Double,Comfort Double,2,2,0
378965,Checked out,2023-10-19 22:24:39.403,2023-10-20 12:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
384641,Checked out,2023-10-19 16:25:21.716,2023-10-21 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
381073,Checked out,2023-10-19 23:03:05.735,2023-10-22 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
381366,Checked out,2023-10-19 15:11:54.732,2023-10-23 11:00:00.000,4,8,Comfort Double,Comfort Double,2,2,0
381794,Checked out,2023-10-19 15:42:28.476,2023-10-20 06:48:14.564,1,1,Comfort Double,Comfort Double,1,1,0
381795,Checked out,2023-10-19 15:44:47.959,2023-10-20 06:48:02.926,1,1,Comfort Double,Comfort Double,1,1,0
384910,Checked out,2023-10-19 16:04:40.980,2023-10-20 09:31:15.024,1,2,Comfort Double,Comfort Double,2,2,0
367613,Checked out,2023-10-19 12:54:26.256,2023-10-22 10:44:38.358,3,6,Comfort Double,Comfort Double,2,2,0
379573,Checked out,2023-10-19 12:58:35.618,2023-10-20 09:43:19.392,1,2,Comfort Double,Comfort Double,2,2,0
384367,Checked out,2023-10-19 16:42:08.365,2023-10-20 08:58:32.961,1,1,Comfort Double,Comfort Double,1,1,0
384116,Checked out,2023-10-19 14:48:38.056,2023-10-23 11:00:00.000,4,8,Comfort Double,Comfort Double,2,2,0
367875,Checked out,2023-10-19 17:19:37.806,2023-10-22 05:50:04.600,3,6,Comfort Double,Comfort Double,2,2,0
383705,Checked out,2023-10-19 13:39:50.983,2023-10-21 09:47:26.275,2,4,Comfort Double,Comfort Double,2,2,0
381593,Checked out,2023-10-19 14:28:20.463,2023-10-22 13:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
374471,Checked out,2023-10-19 15:50:56.685,2023-10-23 11:00:00.000,4,8,Comfort Double,Comfort Double,2,2,0
380900,Checked out,2023-10-19 11:35:49.769,2023-10-22 10:23:33.950,3,6,Comfort Double,Comfort Double,2,2,0
367728,Checked out,2023-10-19 11:36:24.903,2023-10-22 10:23:47.296,3,6,Comfort Double,Comfort Double,2,2,0
371631,Checked out,2023-10-19 15:33:00.992,2023-10-20 14:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
385153,Checked out,2023-10-19 11:43:41.850,2023-10-20 09:41:48.645,1,1,Comfort Twin,Comfort Double,1,1,0
375900,Checked out,2023-10-19 21:03:29.483,2023-10-20 10:26:34.605,1,2,Comfort Double,Comfort Double,2,2,0
384238,Checked out,2023-10-19 23:21:22.179,2023-10-20 10:28:56.967,1,1,Comfort Double,Comfort Double,1,1,0
383484,Checked out,2023-10-19 16:58:03.887,2023-10-20 10:49:51.291,1,1,Comfort Double,Comfort Double,1,1,0
378093,Checked out,2023-10-19 16:34:23.381,2023-10-23 11:00:00.000,4,8,Comfort Twin,Comfort Twin,2,2,0
385211,Checked out,2023-10-19 19:30:46.228,2023-10-20 08:26:36.485,1,1,Comfort Twin,Comfort Twin,1,1,0
385119,Checked out,2023-10-19 17:59:54.669,2023-10-20 07:50:12.953,1,2,Comfort Twin,Comfort Twin,2,2,0
382234,Checked out,2023-10-19 20:55:21.720,2023-10-22 10:16:30.984,3,3,Comfort Twin,Comfort Twin,1,1,0
382235,Checked out,2023-10-19 20:52:47.299,2023-10-21 07:35:38.153,2,2,Comfort Twin,Comfort Twin,1,1,0
384613,Checked out,2023-10-19 17:22:30.475,2023-10-20 08:43:04.372,1,1,Comfort Twin,Comfort Twin,1,1,0
385118,Checked out,2023-10-19 16:06:56.279,2023-10-20 11:00:00.000,1,2,Comfort Twin,Comfort Twin,2,2,0
385215,Checked out,2023-10-20 00:21:30.178,2023-10-20 13:00:00.000,1,2,Comfort Twin,Comfort Twin,2,2,0
385122,Checked out,2023-10-19 21:16:45.550,2023-10-20 10:08:58.961,1,2,Comfort Twin,Comfort Twin,2,2,0
384714,Checked out,2023-10-19 16:51:50.810,2023-10-20 13:00:00.000,1,2,Comfort Twin,Comfort Twin,2,2,0
385096,Checked out,2023-10-19 22:18:08.523,2023-10-20 07:10:36.538,1,1,Comfort Twin,Comfort Twin,1,1,0
384107,Checked out,2023-10-19 15:53:56.022,2023-10-21 11:00:00.000,2,2,Comfort Twin,Comfort Twin,1,1,0
374910,Checked out,2023-10-19 13:42:13.333,2023-10-24 11:00:00.000,5,10,Comfort Twin,Comfort Twin,2,2,0
376971,Checked out,2023-10-19 13:19:41.357,2023-10-20 09:39:48.912,1,2,Comfort Twin,Comfort Twin,2,2,0
384738,Checked out,2023-10-19 13:48:36.056,2023-10-20 11:00:00.000,1,1,Comfort Twin,Comfort Twin,1,1,0
383267,Checked out,2023-10-19 14:53:33.392,2023-10-22 09:55:40.819,3,6,Comfort Twin,Comfort Twin,2,2,0
385110,Checked out,2023-10-19 14:12:47.084,2023-10-22 08:00:00.000,3,6,Comfort Twin,Comfort Twin,2,2,0
385184,Checked out,2023-10-19 15:55:33.825,2023-10-20 10:57:14.662,1,2,Comfort Twin,Comfort Twin,2,2,0
372508,Checked out,2023-10-19 16:32:51.283,2023-10-21 10:56:24.373,2,2,Comfort Twin,Comfort Twin,1,1,0
384101,Checked out,2023-10-19 16:42:05.684,2023-10-20 10:55:55.732,1,2,Comfort Twin,Comfort Twin,2,2,0
384948,Checked out,2023-10-19 19:29:47.818,2023-10-20 11:38:20.400,1,2,Comfort Twin,Comfort Twin,2,2,0
384551,Checked out,2023-10-19 17:36:25.877,2023-10-20 09:09:29.403,1,2,Comfort Twin,Comfort Twin,2,2,0
385205,Checked out,2023-10-19 19:31:13.849,2023-10-20 09:31:51.159,1,2,Comfort Twin,Comfort Twin,2,2,0
384919,Checked out,2023-10-19 16:38:39.488,2023-10-20 11:00:00.000,1,2,Comfort Twin,Comfort Twin,2,2,0
381295,Checked out,2023-10-19 13:15:16.952,2023-10-22 10:28:31.784,3,6,Comfort Twin,Comfort Twin,2,2,0
384552,Checked out,2023-10-19 11:16:12.419,2023-10-20 11:00:00.000,1,2,Comfort Twin,Comfort Twin,2,2,0
382890,Checked out,2023-10-19 16:31:25.912,2023-10-20 11:00:00.000,1,3,Comfort Triple,Comfort Triple,3,3,0
375418,Checked out,2023-10-19 19:46:38.546,2023-10-21 11:00:00.000,2,6,Comfort Triple,Comfort Triple,3,3,0
384544,Checked out,2023-10-19 18:52:53.137,2023-10-20 07:47:10.436,1,1,Premium Double,Premium Double,1,1,0
383828,Checked out,2023-10-19 16:07:19.984,2023-10-20 11:00:00.000,1,2,Premium Double,Premium Double,2,2,0
383813,Checked out,2023-10-19 18:07:40.727,2023-10-20 08:47:34.831,1,1,Premium Double,Premium Double,1,1,0
383814,Checked out,2023-10-19 18:07:27.178,2023-10-20 08:41:17.465,1,1,Premium Double,Premium Double,1,1,0
384945,Checked out,2023-10-19 18:33:50.958,2023-10-20 09:02:28.470,1,1,Premium Double,Premium Double,1,1,0
383036,Checked out,2023-10-19 22:29:22.502,2023-10-20 10:47:53.332,1,2,Premium Double,Premium Double,2,2,0
376689,Checked out,2023-10-19 12:51:52.794,2023-10-20 10:59:14.518,1,2,Comfort Double,Premium Double,2,2,0
384589,Checked out,2023-10-19 13:23:31.311,2023-10-23 11:00:00.000,4,4,Premium Double,Premium Double,1,1,0
367720,Checked out,2023-10-19 22:13:07.141,2023-10-22 10:58:15.790,3,6,Premium Double,Premium Double,2,2,0
384995,Checked out,2023-10-19 20:15:08.864,2023-10-20 10:26:34.605,1,2,Premium Double,Premium Double,2,2,0
381691,Checked out,2023-10-19 18:10:45.077,2023-10-22 10:00:00.000,3,6,Premium Double,Premium Double,2,2,0
384952,Checked out,2023-10-20 20:52:08.106,2023-10-22 10:51:09.203,2,4,Comfort Accessible,Comfort Accessible,2,2,0
382859,Checked out,2023-10-20 18:08:12.144,2023-10-22 10:04:32.562,2,2,Comfort Double,Comfort Double,1,1,0
369213,Checked out,2023-10-21 06:58:28.883,2023-10-27 11:00:00.000,7,7,Comfort Twin,Comfort Double,1,1,0
384583,Checked out,2023-10-20 16:04:12.010,2023-10-21 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
384584,Checked out,2023-10-20 16:03:49.517,2023-10-21 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
367049,Checked out,2023-10-20 19:33:03.443,2023-10-23 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
357852,Checked out,2023-10-20 22:51:38.078,2023-10-22 10:51:09.203,2,2,Comfort Double,Comfort Double,1,1,0
378932,Checked out,2023-10-21 03:52:34.040,2023-10-21 08:55:45.944,1,1,Comfort Double,Comfort Double,1,1,0
379408,Checked out,2023-10-20 16:58:28.139,2023-10-21 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
350882,Checked out,2023-10-20 18:13:27.599,2023-10-26 09:36:46.194,6,12,Comfort Double,Comfort Double,2,2,0
361265,Checked out,2023-10-20 17:47:11.334,2023-10-23 10:38:24.646,3,6,Comfort Double,Comfort Double,2,2,0
384435,Checked out,2023-10-20 15:33:42.685,2023-10-21 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
384393,Checked out,2023-10-20 20:21:51.385,2023-10-22 10:51:09.203,2,2,Comfort Double,Comfort Double,1,1,0
376165,Checked out,2023-10-20 13:23:09.671,2023-10-24 11:00:00.000,4,8,Comfort Double,Comfort Double,2,2,0
378933,Checked out,2023-10-20 16:37:10.207,2023-10-21 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
380032,Checked out,2023-10-20 22:06:42.240,2023-10-23 10:28:25.980,3,3,Comfort Double,Comfort Double,1,1,0
384151,Checked out,2023-10-20 15:33:14.638,2023-10-23 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
385222,Checked out,2023-10-20 14:29:19.459,2023-10-22 10:41:51.912,2,4,Comfort Double,Comfort Double,2,2,0
383776,Checked out,2023-10-21 00:43:25.430,2023-10-23 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
383821,Checked out,2023-10-20 19:47:05.992,2023-10-21 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
361674,Checked out,2023-10-20 13:18:19.825,2023-10-23 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
384247,Checked out,2023-10-20 14:32:26.565,2023-10-21 10:44:16.771,1,1,Comfort Double,Comfort Double,1,1,0
378899,Checked out,2023-10-20 14:54:27.207,2023-10-21 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
385258,Checked out,2023-10-20 13:34:16.832,2023-10-23 06:20:41.183,3,3,Comfort Double,Comfort Double,1,1,0
366226,Checked out,2023-10-20 14:35:42.212,2023-10-23 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
378934,Checked out,2023-10-20 23:23:10.687,2023-10-21 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
385159,Checked out,2023-10-20 20:39:36.474,2023-10-22 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
352562,Checked out,2023-10-20 13:16:15.375,2023-10-23 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
352593,Checked out,2023-10-20 18:23:36.828,2023-10-23 12:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
341677,Checked out,2023-10-20 16:32:27.474,2023-10-23 10:08:46.288,3,6,Comfort Double,Comfort Double,2,2,0
385108,Checked out,2023-10-20 16:42:13.275,2023-10-22 07:11:37.637,2,4,Comfort Double,Comfort Double,2,2,0
381632,Checked out,2023-10-20 15:44:35.919,2023-10-21 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
384887,Checked out,2023-10-20 17:51:01.800,2023-10-21 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
380033,Checked out,2023-10-20 22:07:54.047,2023-10-22 09:10:56.456,2,4,Comfort Double,Comfort Double,2,2,0
368735,Checked out,2023-10-20 13:14:15.142,2023-10-23 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
384438,Checked out,2023-10-20 17:49:58.560,2023-10-21 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
381752,Checked out,2023-10-20 17:32:57.154,2023-10-22 12:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
381370,Checked out,2023-10-20 17:44:43.213,2023-10-22 10:39:41.683,2,2,Comfort Double,Comfort Double,1,1,0
371978,Checked out,2023-10-20 14:34:08.962,2023-10-22 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
370664,Checked out,2023-10-20 14:12:49.775,2023-10-22 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
379859,Checked out,2023-10-20 21:43:59.037,2023-10-22 09:01:52.447,2,4,Comfort Double,Comfort Double,2,2,0
369037,Checked out,2023-10-20 17:07:59.210,2023-10-22 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
381118,Checked out,2023-10-20 14:41:01.488,2023-10-22 09:37:01.304,2,4,Comfort Double,Comfort Double,2,2,0
370665,Checked out,2023-10-20 14:12:11.465,2023-10-22 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
362145,Checked out,2023-10-20 11:20:44.902,2023-10-22 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
378859,Checked out,2023-10-20 15:48:51.891,2023-10-22 11:00:00.000,2,2,Comfort Double,Comfort Double,1,1,0
362228,Checked out,2023-10-20 14:59:39.514,2023-10-22 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
367818,Checked out,2023-10-21 01:07:46.107,2023-10-22 09:41:51.627,2,4,Comfort Double,Comfort Double,2,2,0
383228,Checked out,2023-10-20 21:54:57.777,2023-10-22 08:54:10.799,2,4,Comfort Double,Comfort Double,2,2,0
368334,Checked out,2023-10-20 15:38:38.473,2023-10-22 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
