Number,Status,Arrival,Departure,Count (nights),"Count (bed, nightly)",Requested category,Space category,Person count,Adults,Children
382839,Checked out,2023-10-10 17:37:12.904,2023-10-12 08:17:17.842,2,2,Comfort Accessible,Comfort Accessible,1,1,0
355227,Checked out,2023-10-10 15:17:38.606,2023-10-12 00:50:18.760,2,2,Comfort Double,Comfort Double,1,1,0
372400,Checked out,2023-10-10 18:03:33.960,2023-10-16 10:59:36.625,6,6,Comfort Double,Comfort Double,1,1,0
374429,Checked out,2023-10-10 20:07:25.234,2023-10-12 08:12:40.490,2,2,Comfort Double,Comfort Double,1,1,0
371536,Checked out,2023-10-10 14:33:00.379,2023-10-13 08:00:25.474,3,3,Comfort Double,Comfort Double,1,1,0
377882,Checked out,2023-10-10 15:23:37.422,2023-10-13 08:20:41.377,3,6,Comfort Double,Comfort Double,2,2,0
376528,Checked out,2023-10-10 23:16:57.098,2023-10-12 09:02:51.259,2,2,Comfort Double,Comfort Double,1,1,0
355228,Checked out,2023-10-10 17:54:04.327,2023-10-12 10:15:49.817,2,2,Comfort Double,Comfort Double,1,1,0
379622,Checked out,2023-10-10 18:40:55.622,2023-10-12 08:38:41.541,2,2,Comfort Double,Comfort Double,1,1,0
378658,Checked out,2023-10-10 17:42:49.750,2023-10-11 07:27:38.287,1,1,Comfort Double,Comfort Double,1,1,0
371560,Checked out,2023-10-10 21:34:17.035,2023-10-12 08:33:22.511,2,2,Comfort Double,Comfort Double,1,1,0
376529,Checked out,2023-10-10 16:07:18.702,2023-10-12 10:20:09.387,2,2,Comfort Double,Comfort Double,1,1,0
377876,Checked out,2023-10-10 19:21:46.148,2023-10-13 08:45:59.832,3,3,Comfort Double,Comfort Double,1,1,0
382649,Checked out,2023-10-10 23:04:58.049,2023-10-12 07:22:09.153,2,2,Comfort Double,Comfort Double,1,1,0
383441,Checked out,2023-10-10 21:43:50.756,2023-10-12 08:39:46.642,2,2,Comfort Double,Comfort Double,1,1,0
376530,Checked out,2023-10-10 13:03:15.280,2023-10-12 08:28:10.013,2,2,Comfort Double,Comfort Double,1,1,0
383578,Checked out,2023-10-10 20:27:59.833,2023-10-12 08:23:25.797,2,2,Comfort Double,Comfort Double,1,1,0
359652,Checked out,2023-10-10 22:58:32.446,2023-10-15 10:33:24.415,5,5,Comfort Double,Comfort Double,1,1,0
361986,Checked out,2023-10-10 12:46:35.695,2023-10-15 11:00:00.000,5,10,Comfort Double,Comfort Double,2,2,0
372407,Checked out,2023-10-10 14:06:36.827,2023-10-16 09:14:53.584,6,6,Comfort Double,Comfort Double,1,1,0
376531,Checked out,2023-10-10 22:22:09.989,2023-10-12 07:04:24.556,2,2,Comfort Double,Comfort Double,1,1,0
355225,Checked out,2023-10-10 12:19:28.622,2023-10-12 09:44:05.238,2,2,Comfort Double,Comfort Double,1,1,0
359651,Checked out,2023-10-10 22:59:35.102,2023-10-15 10:16:28.702,5,10,Comfort Double,Comfort Double,2,2,0
360743,Checked out,2023-10-10 12:19:12.534,2023-10-12 09:44:05.238,2,2,Comfort Double,Comfort Double,1,1,0
355226,Checked out,2023-10-10 12:17:42.252,2023-10-12 09:43:27.710,2,2,Comfort Double,Comfort Double,1,1,0
372389,Checked out,2023-10-10 14:11:44.921,2023-10-16 10:58:19.924,6,12,Comfort Twin,Comfort Twin,2,2,0
377869,Checked out,2023-10-10 23:21:55.113,2023-10-12 08:37:57.332,2,4,Comfort Twin,Comfort Twin,2,2,0
372385,Checked out,2023-10-10 16:17:38.582,2023-10-16 11:00:00.000,6,12,Comfort Twin,Comfort Twin,2,2,0
371552,Checked out,2023-10-10 21:34:04.104,2023-10-12 08:36:13.568,2,2,Comfort Twin,Comfort Twin,1,1,0
383719,Checked out,2023-10-10 21:18:39.064,2023-10-11 09:15:32.764,1,1,Comfort Double,Comfort Twin,1,1,0
371547,Checked out,2023-10-10 21:36:13.703,2023-10-12 08:34:36.090,2,2,Comfort Twin,Comfort Twin,1,1,0
372390,Checked out,2023-10-10 19:50:30.134,2023-10-15 11:00:00.000,5,10,Comfort Twin,Comfort Twin,2,2,0
383460,Checked out,2023-10-10 18:50:07.756,2023-10-11 13:00:00.000,1,1,Comfort Twin,Comfort Twin,1,1,0
383035,Checked out,2023-10-10 21:06:14.736,2023-10-11 09:15:59.915,1,1,Comfort Twin,Comfort Twin,1,1,0
372393,Checked out,2023-10-10 20:03:59.169,2023-10-16 09:46:45.973,6,12,Comfort Twin,Comfort Twin,2,2,0
382036,Checked out,2023-10-10 13:42:38.755,2023-10-11 11:00:00.000,1,1,Comfort Twin,Comfort Twin,1,1,0
382033,Checked out,2023-10-10 13:21:11.423,2023-10-11 11:00:00.000,1,1,Comfort Twin,Comfort Twin,1,1,0
382035,Checked out,2023-10-10 11:56:10.005,2023-10-11 08:55:08.389,1,1,Comfort Twin,Comfort Twin,1,1,0
370656,Checked out,2023-10-10 22:33:34.909,2023-10-12 09:34:08.758,2,2,Comfort Twin,Comfort Twin,1,1,0
382034,Checked out,2023-10-10 12:21:33.851,2023-10-11 08:55:08.389,1,1,Comfort Twin,Comfort Twin,1,1,0
383554,Checked out,2023-10-10 21:46:43.792,2023-10-11 08:44:41.626,1,1,Comfort Twin,Comfort Twin,1,1,0
382032,Checked out,2023-10-10 12:12:52.158,2023-10-11 08:53:02.585,1,1,Comfort Twin,Comfort Twin,1,1,0
382031,Checked out,2023-10-10 11:54:10.539,2023-10-11 08:55:08.389,1,1,Comfort Twin,Comfort Twin,1,1,0
382030,Checked out,2023-10-10 12:25:16.271,2023-10-11 08:55:08.389,1,1,Comfort Twin,Comfort Twin,1,1,0
346684,Checked out,2023-10-10 18:50:17.694,2023-10-13 08:47:17.012,3,3,Comfort Twin,Comfort Twin,1,1,0
381494,Checked out,2023-10-10 20:55:40.350,2023-10-11 07:27:02.432,1,1,Comfort Twin,Comfort Twin,1,1,0
361803,Checked out,2023-10-10 14:18:24.379,2023-10-13 10:29:27.266,3,9,Comfort Triple,Comfort Triple,3,3,0
378838,Checked out,2023-10-10 18:43:31.002,2023-10-12 09:37:41.338,2,4,Premium Double,Premium Double,2,2,0
375635,Checked out,2023-10-10 15:02:37.680,2023-10-12 07:03:57.179,2,4,Premium Double,Premium Double,2,2,0
383605,Checked out,2023-10-10 16:38:25.479,2023-10-11 09:16:05.993,1,1,Premium Double,Premium Double,1,1,0
383757,Checked out,2023-10-10 14:54:47.405,2023-10-11 06:48:29.115,1,2,Premium Double,Premium Double,2,2,0
382660,Checked out,2023-10-10 15:11:49.397,2023-10-12 13:00:00.000,2,4,Premium Twin,Premium Twin,2,2,0
376678,Checked out,2023-10-10 16:53:41.665,2023-10-12 07:49:19.506,2,2,Premium Twin,Premium Twin,1,1,0
376536,Checked out,2023-10-11 18:59:09.843,2023-10-12 08:20:03.121,1,1,Comfort Double,Comfort Double,1,1,0
376535,Checked out,2023-10-11 19:00:09.063,2023-10-12 08:01:13.813,1,1,Comfort Double,Comfort Double,1,1,0
379712,Checked out,2023-10-12 00:19:40.194,2023-10-13 09:30:43.671,2,2,Comfort Double,Comfort Double,1,1,0
382578,Checked out,2023-10-11 22:07:18.195,2023-10-12 09:30:22.135,1,1,Comfort Double,Comfort Double,1,1,0
383938,Checked out,2023-10-11 20:42:20.509,2023-11-18 11:00:00.000,38,38,Comfort Double,Comfort Double,1,1,0
383746,Checked out,2023-10-11 13:03:07.012,2023-10-13 07:25:44.143,2,4,Comfort Double,Comfort Double,2,2,0
376532,Checked out,2023-10-11 17:57:25.843,2023-10-12 08:19:54.858,1,1,Comfort Double,Comfort Double,1,1,0
360257,Checked out,2023-10-11 19:18:10.446,2023-10-15 07:40:00.351,4,8,Comfort Double,Comfort Double,2,2,0
376534,Checked out,2023-10-11 18:57:13.835,2023-10-12 08:18:20.719,1,1,Comfort Double,Comfort Double,1,1,0
372658,Checked out,2023-10-11 12:06:22.128,2023-10-12 08:47:54.323,1,1,Comfort Double,Comfort Double,1,1,0
379244,Checked out,2023-10-11 11:14:39.286,2023-10-12 08:51:54.531,1,1,Comfort Double,Comfort Double,1,1,0
372404,Checked out,2023-10-11 11:58:09.455,2023-10-16 10:33:14.689,5,5,Comfort Double,Comfort Double,1,1,0
372405,Checked out,2023-10-11 11:55:28.676,2023-10-15 10:19:14.101,4,8,Comfort Double,Comfort Double,2,2,0
372406,Checked out,2023-10-11 12:36:53.346,2023-10-16 09:39:14.586,5,5,Comfort Double,Comfort Double,1,1,0
372402,Checked out,2023-10-11 11:55:55.107,2023-10-15 10:19:03.251,4,4,Comfort Double,Comfort Double,1,1,0
372401,Checked out,2023-10-11 11:55:06.905,2023-10-15 09:51:55.610,4,4,Comfort Double,Comfort Double,1,1,0
381638,Checked out,2023-10-11 10:34:06.431,2023-10-12 09:24:17.321,1,1,Comfort Double,Comfort Double,1,1,0
379108,Checked out,2023-10-11 11:13:03.764,2023-10-12 08:53:08.790,1,1,Comfort Double,Comfort Double,1,1,0
360957,Checked out,2023-10-11 10:36:24.048,2023-10-15 11:00:00.000,4,8,Comfort Double,Comfort Double,2,2,0
383406,Checked out,2023-10-11 14:55:36.162,2023-10-13 05:47:24.384,2,2,Comfort Double,Comfort Double,1,1,0
379711,Checked out,2023-10-11 19:27:01.218,2023-10-13 08:47:02.890,2,2,Comfort Double,Comfort Double,1,1,0
376888,Checked out,2023-10-11 13:54:29.114,2023-10-15 10:21:42.740,4,8,Comfort Twin,Comfort Double,2,2,0
383575,Checked out,2023-10-11 18:21:45.467,2023-10-12 08:00:39.595,1,1,Comfort Double,Comfort Double,1,1,0
365225,Checked out,2023-10-11 16:09:26.285,2023-10-15 11:00:00.000,4,8,Comfort Double,Comfort Double,2,2,0
382528,Checked out,2023-10-11 22:15:21.939,2023-10-12 08:47:12.358,1,1,Comfort Double,Comfort Double,1,1,0
374230,Checked out,2023-10-11 21:17:32.118,2023-10-13 05:37:09.199,2,2,Comfort Double,Comfort Double,1,1,0
382577,Checked out,2023-10-11 16:43:12.378,2023-10-12 10:02:28.535,1,1,Comfort Double,Comfort Double,1,1,0
364412,Checked out,2023-10-11 13:35:58.285,2023-10-13 06:36:40.151,2,2,Comfort Double,Comfort Double,1,1,0
382530,Checked out,2023-10-11 22:17:39.802,2023-10-12 09:23:32.540,1,1,Comfort Double,Comfort Double,1,1,0
381193,Checked out,2023-10-11 18:47:55.612,2023-10-12 08:18:38.562,1,1,Comfort Double,Comfort Double,1,1,0
360930,Checked out,2023-10-11 16:46:56.591,2023-10-12 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
364076,Checked out,2023-10-11 16:50:54.189,2023-10-13 10:49:00.385,2,4,Comfort Double,Comfort Double,2,2,0
348762,Checked out,2023-10-11 14:47:30.877,2023-10-13 09:52:31.208,2,2,Comfort Twin,Comfort Twin,1,1,0
372386,Checked out,2023-10-11 16:07:08.287,2023-10-15 10:11:17.542,4,8,Comfort Twin,Comfort Twin,2,2,0
372392,Checked out,2023-10-11 11:57:43.342,2023-10-16 09:47:00.685,5,10,Comfort Twin,Comfort Twin,2,2,0
383884,Checked out,2023-10-11 19:57:19.619,2023-10-17 08:01:18.887,6,6,Comfort Twin,Comfort Twin,1,1,0
372387,Checked out,2023-10-11 11:01:41.494,2023-10-16 11:00:00.000,5,10,Comfort Twin,Comfort Twin,2,2,0
383842,Checked out,2023-10-11 14:52:57.365,2023-10-13 09:43:47.920,2,2,Comfort Double,Comfort Twin,1,1,0
346687,Checked out,2023-10-11 18:51:13.445,2023-10-14 09:35:31.468,3,3,Comfort Twin,Comfort Twin,1,1,0
348760,Checked out,2023-10-11 14:41:13.394,2023-10-13 09:37:08.839,2,2,Comfort Twin,Comfort Twin,1,1,0
372391,Checked out,2023-10-11 15:29:57.723,2023-10-15 10:05:06.959,4,8,Comfort Twin,Comfort Twin,2,2,0
383469,Checked out,2023-10-12 00:10:31.377,2023-10-12 00:11:03.171,1,2,Comfort Twin,Comfort Twin,2,2,0
348754,Checked out,2023-10-11 14:39:24.541,2023-10-13 11:00:00.000,2,2,Comfort Twin,Comfort Twin,1,1,0
348759,Checked out,2023-10-11 14:41:37.431,2023-10-13 09:51:57.723,2,2,Comfort Twin,Comfort Twin,1,1,0
348758,Checked out,2023-10-11 14:42:46.648,2023-10-13 09:37:48.340,2,2,Comfort Twin,Comfort Twin,1,1,0
348756,Checked out,2023-10-11 14:42:11.813,2023-10-13 10:04:31.993,2,4,Comfort Twin,Comfort Twin,2,2,0
372384,Checked out,2023-10-11 13:56:00.648,2023-10-16 11:00:00.000,5,10,Comfort Twin,Comfort Twin,2,2,0
348761,Checked out,2023-10-11 14:38:23.873,2023-10-13 09:47:46.854,2,2,Comfort Twin,Comfort Twin,1,1,0
348752,Checked out,2023-10-11 14:39:48.407,2023-10-13 09:41:33.186,2,2,Comfort Twin,Comfort Twin,1,1,0
372388,Checked out,2023-10-11 13:43:34.136,2023-10-14 09:36:05.926,3,6,Comfort Twin,Comfort Twin,2,2,0
348750,Checked out,2023-10-11 14:43:27.304,2023-10-13 09:58:32.840,2,2,Comfort Twin,Comfort Twin,1,1,0
348751,Checked out,2023-10-11 14:44:20.967,2023-10-13 09:52:03.906,2,2,Comfort Twin,Comfort Twin,1,1,0
348755,Checked out,2023-10-11 14:43:49.507,2023-10-13 09:52:31.208,2,2,Comfort Twin,Comfort Twin,1,1,0
348749,Checked out,2023-10-11 14:43:04.253,2023-10-13 11:00:00.000,2,2,Comfort Twin,Comfort Twin,1,1,0
357846,Checked out,2023-10-12 00:15:44.229,2023-10-14 09:25:12.522,3,9,Comfort Triple,Comfort Triple,3,3,0
384123,Checked out,2023-10-11 21:11:15.516,2023-10-12 11:00:00.000,1,3,Comfort Triple,Comfort Triple,3,3,0
372475,Checked out,2023-10-11 13:03:29.475,2023-10-15 10:16:54.646,4,4,Premium Double,Premium Double,1,1,0
383538,Checked out,2023-10-11 22:13:07.649,2023-10-13 07:28:45.213,2,2,Premium Double,Premium Double,1,1,0
378535,Checked out,2023-10-11 17:03:08.878,2023-10-12 11:00:00.000,1,1,Premium Double,Premium Double,1,1,0
383092,Checked out,2023-10-11 16:40:30.268,2023-10-12 09:36:48.910,1,1,Premium Double,Premium Double,1,1,0
379861,Checked out,2023-10-11 23:00:08.659,2023-10-12 10:03:14.031,1,1,Premium Double,Premium Double,1,1,0
383888,Checked out,2023-10-11 20:11:59.472,2023-10-12 08:16:40.415,1,1,Premium Twin,Premium Twin,1,1,0
381465,Checked out,2023-10-12 11:16:21.722,2023-10-14 05:34:29.640,2,2,Comfort Accessible,Comfort Accessible,1,1,0
384205,Checked out,2023-10-12 11:03:17.297,2023-10-15 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
383265,Checked out,2023-10-12 22:28:22.562,2023-10-14 06:24:19.997,2,2,Comfort Double,Comfort Double,1,1,0
384154,Checked out,2023-10-12 21:41:49.978,2023-10-14 11:00:00.000,2,4,Comfort Double,Comfort Double,2,1,1
383264,Checked out,2023-10-12 22:27:48.445,2023-10-14 06:28:45.808,2,2,Comfort Double,Comfort Double,1,1,0
375532,Checked out,2023-10-12 16:53:03.857,2023-10-15 10:25:36.115,3,3,Comfort Double,Comfort Double,1,1,0
375490,Checked out,2023-10-12 15:55:39.009,2023-10-14 08:34:59.616,2,2,Comfort Double,Comfort Double,1,1,0
379788,Checked out,2023-10-12 08:12:49.037,2023-10-13 09:11:55.339,1,1,Comfort Twin,Comfort Double,1,1,0
380385,Checked out,2023-10-12 15:48:17.692,2023-10-15 10:49:01.057,3,3,Comfort Double,Comfort Double,1,1,0
380398,Checked out,2023-10-12 20:01:45.130,2023-10-15 08:44:09.757,3,3,Comfort Double,Comfort Double,1,1,0
378994,Checked out,2023-10-12 14:14:58.555,2023-10-17 10:04:50.666,5,10,Comfort Double,Comfort Double,2,2,0
383904,Checked out,2023-10-12 20:00:59.356,2023-10-14 05:08:50.842,2,4,Comfort Double,Comfort Double,2,2,0
384229,Checked out,2023-10-12 14:35:30.209,2023-10-15 07:57:19.081,3,3,Comfort Double,Comfort Double,1,1,0
380397,Checked out,2023-10-12 22:41:58.151,2023-10-15 08:47:43.444,3,3,Comfort Double,Comfort Double,1,1,0
383670,Checked out,2023-10-12 21:03:12.828,2023-10-14 07:49:13.575,2,4,Comfort Double,Comfort Double,2,2,0
378557,Checked out,2023-10-12 15:27:11.817,2023-10-15 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
379713,Checked out,2023-10-12 14:35:51.268,2023-10-13 08:42:20.489,1,1,Comfort Double,Comfort Double,1,1,0
384235,Checked out,2023-10-12 22:48:45.233,2023-10-13 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
384134,Checked out,2023-10-12 17:29:43.218,2023-10-13 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
383936,Checked out,2023-10-12 08:02:09.737,2023-10-16 07:35:25.322,4,8,Comfort Double,Comfort Double,2,2,0
382832,Checked out,2023-10-12 22:20:34.501,2023-10-13 07:15:13.923,1,2,Comfort Double,Comfort Double,2,2,0
368004,Checked out,2023-10-12 16:33:04.811,2023-10-15 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
383661,Checked out,2023-10-12 08:00:54.608,2023-10-13 08:18:31.166,1,1,Comfort Double,Comfort Double,1,1,0
384158,Checked out,2023-10-12 11:37:30.677,2023-10-13 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
362094,Checked out,2023-10-12 15:45:10.082,2023-10-17 10:55:58.300,5,10,Comfort Double,Comfort Double,2,2,0
362093,Checked out,2023-10-12 15:46:07.548,2023-10-17 10:55:58.300,5,10,Comfort Double,Comfort Double,2,2,0
382662,Checked out,2023-10-12 18:19:45.698,2023-10-14 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
361944,Checked out,2023-10-12 14:05:07.005,2023-10-13 09:08:10.064,1,2,Comfort Double,Comfort Double,2,2,0
382881,Checked out,2023-10-12 22:45:58.463,2023-10-13 09:36:05.799,1,1,Comfort Double,Comfort Double,1,1,0
383992,Checked out,2023-10-12 15:20:29.978,2023-10-13 09:18:49.457,1,1,Comfort Double,Comfort Double,1,1,0
375365,Checked out,2023-10-12 20:13:36.222,2023-10-13 07:46:11.641,1,1,Comfort Double,Comfort Double,1,1,0
384147,Checked out,2023-10-12 10:18:37.931,2023-10-16 11:00:00.000,4,8,Comfort Double,Comfort Double,2,2,0
383908,Checked out,2023-10-12 21:59:32.383,2023-10-13 10:31:40.349,1,1,Comfort Double,Comfort Double,1,1,0
367291,Checked out,2023-10-12 16:31:09.815,2023-10-15 10:34:55.771,3,6,Comfort Double,Comfort Double,2,2,0
379710,Checked out,2023-10-12 14:37:44.900,2023-10-13 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
382571,Checked out,2023-10-12 23:58:39.911,2023-10-15 10:10:40.571,3,6,Comfort Twin,Comfort Twin,2,2,0
376219,Checked out,2023-10-12 22:30:29.028,2023-10-14 11:00:00.000,2,2,Comfort Twin,Comfort Twin,1,1,0
375537,Checked out,2023-10-12 15:42:45.754,2023-10-15 10:10:12.788,3,6,Comfort Twin,Comfort Twin,2,2,0
381369,Checked out,2023-10-12 15:07:13.046,2023-10-14 11:00:00.000,2,4,Comfort Twin,Comfort Twin,2,2,0
368489,Checked out,2023-10-12 00:11:29.369,2023-10-16 08:10:39.628,4,8,Comfort Twin,Comfort Twin,2,2,0
382978,Checked out,2023-10-12 12:34:18.967,2023-10-15 12:19:45.890,3,6,Comfort Twin,Comfort Twin,2,2,0
379955,Checked out,2023-10-12 14:16:58.042,2023-10-23 11:00:00.000,11,22,Comfort Twin,Comfort Twin,2,2,0
352396,Checked out,2023-10-12 17:58:16.231,2023-10-13 04:24:55.079,1,3,Comfort Triple,Comfort Triple,3,3,0
384244,Checked out,2023-10-12 19:19:44.565,2023-10-13 09:45:53.908,1,3,Comfort Triple,Comfort Triple,3,3,0
384110,Checked out,2023-10-12 08:03:05.787,2023-10-13 06:57:33.975,1,2,Premium Double,Premium Double,2,1,1
383175,Checked out,2023-10-12 15:59:03.520,2023-10-13 09:20:47.906,1,1,Premium Double,Premium Double,1,1,0
383574,Checked out,2023-10-12 21:27:51.403,2023-10-13 07:14:50.499,1,1,Premium Double,Premium Double,1,1,0
369327,Checked out,2023-10-12 18:34:25.292,2023-10-14 11:00:00.000,2,2,Premium Double,Premium Double,1,1,0
369326,Checked out,2023-10-12 18:29:58.630,2023-10-14 11:00:00.000,2,2,Premium Double,Premium Double,1,1,0
358182,Checked out,2023-10-12 21:14:35.119,2023-10-17 11:00:00.000,5,10,Premium Twin,Premium Twin,2,2,0
368681,Checked out,2023-10-12 17:18:27.036,2023-10-15 10:29:24.913,3,6,Premium Twin,Premium Twin,2,2,0
381967,Checked out,2023-10-12 17:09:06.001,2023-10-13 09:33:05.374,1,2,Premium Twin,Premium Twin,2,2,0
379057,Checked out,2023-10-13 20:09:32.499,2023-10-17 07:47:22.275,4,4,Comfort Double,Comfort Double,1,1,0
373366,Checked out,2023-10-13 21:19:50.391,2023-10-17 06:55:58.787,4,8,Comfort Double,Comfort Double,2,2,0
383794,Checked out,2023-10-13 18:53:12.284,2023-10-16 11:00:00.000,3,3,Comfort Double,Comfort Double,1,1,0
383698,Checked out,2023-10-13 18:16:07.568,2023-10-14 10:56:17.038,1,2,Comfort Double,Comfort Double,2,2,0
382195,Checked out,2023-10-13 22:51:34.147,2023-10-14 10:48:33.920,1,2,Comfort Double,Comfort Double,2,2,0
381634,Checked out,2023-10-13 19:38:53.261,2023-10-17 09:20:14.818,4,8,Comfort Double,Comfort Double,2,2,0
383885,Checked out,2023-10-13 11:21:10.827,2023-10-16 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
353812,Checked out,2023-10-13 20:25:20.663,2023-10-16 06:53:13.489,3,6,Comfort Double,Comfort Double,2,2,0
355586,Checked out,2023-10-13 10:49:51.323,2023-10-16 09:41:58.138,3,6,Comfort Double,Comfort Double,2,2,0
380296,Checked out,2023-10-13 10:54:06.625,2023-10-16 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
379569,Checked out,2023-10-13 12:51:53.359,2023-10-15 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
384136,Checked out,2023-10-13 13:49:19.015,2023-10-14 06:00:50.548,1,2,Comfort Double,Comfort Double,2,2,0
378516,Checked out,2023-10-13 15:19:25.831,2023-10-16 11:00:00.000,3,3,Comfort Double,Comfort Double,1,1,0
384139,Checked out,2023-10-13 22:35:33.098,2023-10-16 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
380387,Checked out,2023-10-13 18:12:31.198,2023-10-16 09:00:20.211,3,3,Comfort Double,Comfort Double,1,1,0
383728,Checked out,2023-10-13 18:55:57.048,2023-10-14 11:00:00.000,1,2,Comfort Double,Comfort Double,2,2,0
356333,Checked out,2023-10-13 17:07:03.086,2023-10-18 10:08:54.205,5,10,Comfort Double,Comfort Double,2,2,0
380448,Checked out,2023-10-13 11:07:36.496,2023-10-17 10:15:17.520,4,8,Comfort Double,Comfort Double,2,2,0
380396,Checked out,2023-10-13 12:50:14.060,2023-10-15 08:43:04.160,2,2,Comfort Double,Comfort Double,1,1,0
349147,Checked out,2023-10-13 15:53:26.672,2023-10-16 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
349148,Checked out,2023-10-13 15:54:11.396,2023-10-16 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
349149,Checked out,2023-10-13 12:54:08.994,2023-10-16 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
380384,Checked out,2023-10-13 12:47:43.518,2023-10-15 11:00:00.000,2,2,Comfort Double,Comfort Double,1,1,0
384368,Checked out,2023-10-13 17:47:30.650,2023-10-15 11:00:00.000,2,4,Comfort Double,Comfort Double,2,2,0
376543,Checked out,2023-10-13 19:36:45.448,2023-10-14 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
375822,Checked out,2023-10-13 19:41:47.507,2023-10-14 11:33:07.380,1,1,Comfort Double,Comfort Double,1,1,0
355584,Checked out,2023-10-13 10:48:18.655,2023-10-16 09:42:10.226,3,6,Comfort Double,Comfort Double,2,2,0
379004,Checked out,2023-10-13 16:49:38.406,2023-10-14 06:06:13.715,1,1,Comfort Double,Comfort Double,1,1,0
340602,Checked out,2023-10-13 12:16:50.870,2023-10-16 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
314819,Checked out,2023-10-13 07:15:26.881,2023-10-16 11:00:00.000,3,6,Comfort Double,Comfort Double,2,2,0
382398,Checked out,2023-10-13 10:58:47.216,2023-10-15 11:00:00.000,2,2,Comfort Double,Comfort Double,1,1,0
380391,Checked out,2023-10-13 13:25:50.619,2023-10-15 10:45:51.424,2,2,Comfort Double,Comfort Double,1,1,0
360676,Checked out,2023-10-14 00:54:56.039,2023-10-14 11:00:00.000,1,1,Comfort Double,Comfort Double,1,1,0
356350,Checked out,2023-10-13 21:04:39.275,2023-10-16 09:19:12.647,3,6,Comfort Double,Comfort Double,2,2,0
382599,Checked out,2023-10-13 21:04:27.002,2023-10-17 11:00:00.000,4,8,Comfort Double,Comfort Double,2,2,0
